x (m)	y (m)	yn (m)	yc (m)	z (m)
554.0000	555.6542	1.2000	0.9000	0.5540
555.0000	556.6542	1.2000	0.9000	0.5550
556.0000	557.6542	1.2000	0.9000	0.5560
557.0000	558.6542	1.2000	0.9000	0.5570
558.0000	559.6542	1.2000	0.9000	0.5580
559.0000	560.6542	1.2000	0.9000	0.5590
560.0000	561.6542	1.2000	0.9000	0.5600
561.0000	562.6542	1.2000	0.9000	0.5610
562.0000	563.6542	1.2000	0.9000	0.5620
563.0000	564.6542	1.2000	0.9000	0.5630
564.0000	565.6542	1.2000	0.9000	0.5640
565.0000	566.6542	1.2000	0.9000	0.5650
566.0000	567.6542	1.2000	0.9000	0.5660
567.0000	568.6542	1.2000	0.9000	0.5670
568.0000	569.6542	1.2000	0.9000	0.5680
569.0000	570.6542	1.2000	0.9000	0.5690
570.0000	571.6542	1.2000	0.9000	0.5700
571.0000	572.6542	1.2000	0.9000	0.5710
572.0000	573.6542	1.2000	0.9000	0.5720
573.0000	574.6542	1.2000	0.9000	0.5730
574.0000	575.6542	1.2000	0.9000	0.5740
575.0000	576.6542	1.2000	0.9000	0.5750
576.0000	577.6542	1.2000	0.9000	0.5760
577.0000	578.6542	1.2000	0.9000	0.5770
578.0000	579.6542	1.2000	0.9000	0.5780
579.0000	580.6542	1.2000	0.9000	0.5790
580.0000	581.6542	1.2000	0.9000	0.5800
581.0000	582.6542	1.2000	0.9000	0.5810
582.0000	583.6542	1.2000	0.9000	0.5820
583.0000	584.6542	1.2000	0.9000	0.5830
584.0000	585.6542	1.2000	0.9000	0.5840
585.0000	586.6542	1.2000	0.9000	0.5850
586.0000	587.6542	1.2000	0.9000	0.5860
587.0000	588.6542	1.2000	0.9000	0.5870
588.0000	589.6542	1.2000	0.9000	0.5880
589.0000	590.6542	1.2000	0.9000	0.5890
590.0000	591.6542	1.2000	0.9000	0.5900
591.0000	592.6542	1.2000	0.9000	0.5910
592.0000	593.6542	1.2000	0.9000	0.5920
593.0000	594.6542	1.2000	0.9000	0.5930
594.0000	595.6542	1.2000	0.9000	0.5940
595.0000	596.6542	1.2000	0.9000	0.5950
596.0000	597.6542	1.2000	0.9000	0.5960
597.0000	598.6542	1.2000	0.9000	0.5970
598.0000	599.6542	1.2000	0.9000	0.5980
599.0000	600.6542	1.2000	0.9000	0.5990
600.0000	601.6542	1.2000	0.9000	0.6000
601.0000	602.6542	1.2000	0.9000	0.6010
602.0000	603.6542	1.2000	0.9000	0.6020
603.0000	604.6542	1.2000	0.9000	0.6030
604.0000	605.6542	1.2000	0.9000	0.6040
605.0000	606.6542	1.2000	0.9000	0.6050
606.0000	607.6542	1.2000	0.9000	0.6060
607.0000	608.6542	1.2000	0.9000	0.6070
608.0000	609.6542	1.2000	0.9000	0.6080
609.0000	610.6542	1.2000	0.9000	0.6090
610.0000	611.6542	1.2000	0.9000	0.6100
611.0000	612.6542	1.2000	0.9000	0.6110
612.0000	613.6542	1.2000	0.9000	0.6120
613.0000	614.6542	1.2000	0.9000	0.6130
614.0000	615.6542	1.2000	0.9000	0.6140
615.0000	616.6542	1.2000	0.9000	0.6150
616.0000	617.6542	1.2000	0.9000	0.6160
617.0000	618.6542	1.2000	0.9000	0.6170
618.0000	619.6542	1.2000	0.9000	0.6180
619.0000	620.6542	1.2000	0.9000	0.6190
620.0000	621.6542	1.2000	0.9000	0.6200
621.0000	622.6542	1.2000	0.9000	0.6210
622.0000	623.6542	1.2000	0.9000	0.6220
623.0000	624.6542	1.2000	0.9000	0.6230
624.0000	625.6542	1.2000	0.9000	0.6240
625.0000	626.6542	1.2000	0.9000	0.6250
626.0000	627.6542	1.2000	0.9000	0.6260
627.0000	628.6542	1.2000	0.9000	0.6270
628.0000	629.6542	1.2000	0.9000	0.6280
629.0000	630.6542	1.2000	0.9000	0.6290
630.0000	631.6542	1.2000	0.9000	0.6300
631.0000	632.6542	1.2000	0.9000	0.6310
632.0000	633.6542	1.2000	0.9000	0.6320
633.0000	634.6542	1.2000	0.9000	0.6330
634.0000	635.6542	1.2000	0.9000	0.6340
635.0000	636.6542	1.2000	0.9000	0.6350
636.0000	637.6542	1.2000	0.9000	0.6360
637.0000	638.6542	1.2000	0.9000	0.6370
638.0000	639.6542	1.2000	0.9000	0.6380
639.0000	640.6542	1.2000	0.9000	0.6390
640.0000	641.6542	1.2000	0.9000	0.6400
641.0000	642.6542	1.2000	0.9000	0.6410
642.0000	643.6542	1.2000	0.9000	0.6420
643.0000	644.6542	1.2000	0.9000	0.6430
644.0000	645.6542	1.2000	0.9000	0.6440
645.0000	646.6542	1.2000	0.9000	0.6450
646.0000	647.6542	1.2000	0.9000	0.6460
647.0000	648.6542	1.2000	0.9000	0.6470
648.0000	649.6542	1.2000	0.9000	0.6480
649.0000	650.6542	1.2000	0.9000	0.6490
650.0000	651.6542	1.2000	0.9000	0.6500
651.0000	652.6542	1.2000	0.9000	0.6510
652.0000	653.6542	1.2000	0.9000	0.6520
653.0000	654.6542	1.2000	0.9000	0.6530
654.0000	655.6542	1.2000	0.9000	0.6540
655.0000	656.6542	1.2000	0.9000	0.6550
656.0000	657.6542	1.2000	0.9000	0.6560
657.0000	658.6542	1.2000	0.9000	0.6570
658.0000	659.6542	1.2000	0.9000	0.6580
659.0000	660.6542	1.2000	0.9000	0.6590
660.0000	661.6542	1.2000	0.9000	0.6600
661.0000	662.6542	1.2000	0.9000	0.6610
662.0000	663.6542	1.2000	0.9000	0.6620
663.0000	664.6542	1.2000	0.9000	0.6630
664.0000	665.6542	1.2000	0.9000	0.6640
665.0000	666.6542	1.2000	0.9000	0.6650
666.0000	667.6542	1.2000	0.9000	0.6660
667.0000	668.6542	1.2000	0.9000	0.6670
668.0000	669.6542	1.2000	0.9000	0.6680
669.0000	670.6542	1.2000	0.9000	0.6690
670.0000	671.6542	1.2000	0.9000	0.6700
671.0000	672.6542	1.2000	0.9000	0.6710
672.0000	673.6542	1.2000	0.9000	0.6720
673.0000	674.6542	1.2000	0.9000	0.6730
674.0000	675.6542	1.2000	0.9000	0.6740
675.0000	676.6542	1.2000	0.9000	0.6750
676.0000	677.6542	1.2000	0.9000	0.6760
677.0000	678.6542	1.2000	0.9000	0.6770
678.0000	679.6542	1.2000	0.9000	0.6780
679.0000	680.6542	1.2000	0.9000	0.6790
680.0000	681.6542	1.2000	0.9000	0.6800
681.0000	682.6542	1.2000	0.9000	0.6810
682.0000	683.6542	1.2000	0.9000	0.6820
683.0000	684.6542	1.2000	0.9000	0.6830
684.0000	685.6542	1.2000	0.9000	0.6840
685.0000	686.6542	1.2000	0.9000	0.6850
686.0000	687.6542	1.2000	0.9000	0.6860
687.0000	688.6542	1.2000	0.9000	0.6870
688.0000	689.6542	1.2000	0.9000	0.6880
689.0000	690.6542	1.2000	0.9000	0.6890
690.0000	691.6542	1.2000	0.9000	0.6900
691.0000	692.6542	1.2000	0.9000	0.6910
692.0000	693.6542	1.2000	0.9000	0.6920
693.0000	694.6542	1.2000	0.9000	0.6930
694.0000	695.6542	1.2000	0.9000	0.6940
695.0000	696.6542	1.2000	0.9000	0.6950
696.0000	697.6542	1.2000	0.9000	0.6960
697.0000	698.6542	1.2000	0.9000	0.6970
698.0000	699.6542	1.2000	0.9000	0.6980
699.0000	700.6542	1.2000	0.9000	0.6990
700.0000	701.6542	1.2000	0.9000	0.7000
701.0000	702.6542	1.2000	0.9000	0.7010
702.0000	703.6542	1.2000	0.9000	0.7020
703.0000	704.6542	1.2000	0.9000	0.7030
704.0000	705.6542	1.2000	0.9000	0.7040
705.0000	706.6542	1.2000	0.9000	0.7050
706.0000	707.6542	1.2000	0.9000	0.7060
707.0000	708.6542	1.2000	0.9000	0.7070
708.0000	709.6542	1.2000	0.9000	0.7080
709.0000	710.6542	1.2000	0.9000	0.7090
710.0000	711.6542	1.2000	0.9000	0.7100
711.0000	712.6542	1.2000	0.9000	0.7110
712.0000	713.6542	1.2000	0.9000	0.7120
713.0000	714.6542	1.2000	0.9000	0.7130
714.0000	715.6542	1.2000	0.9000	0.7140
715.0000	716.6542	1.2000	0.9000	0.7150
716.0000	717.6542	1.2000	0.9000	0.7160
717.0000	718.6542	1.2000	0.9000	0.7170
718.0000	719.6542	1.2000	0.9000	0.7180
719.0000	720.6542	1.2000	0.9000	0.7190
720.0000	721.6542	1.2000	0.9000	0.7200
721.0000	722.6542	1.2000	0.9000	0.7210
722.0000	723.6542	1.2000	0.9000	0.7220
723.0000	724.6542	1.2000	0.9000	0.7230
724.0000	725.6542	1.2000	0.9000	0.7240
725.0000	726.6542	1.2000	0.9000	0.7250
726.0000	727.6542	1.2000	0.9000	0.7260
727.0000	728.6542	1.2000	0.9000	0.7270
728.0000	729.6542	1.2000	0.9000	0.7280
729.0000	730.6542	1.2000	0.9000	0.7290
730.0000	731.6542	1.2000	0.9000	0.7300
731.0000	732.6542	1.2000	0.9000	0.7310
732.0000	733.6542	1.2000	0.9000	0.7320
733.0000	734.6542	1.2000	0.9000	0.7330
734.0000	735.6542	1.2000	0.9000	0.7340
735.0000	736.6542	1.2000	0.9000	0.7350
736.0000	737.6542	1.2000	0.9000	0.7360
737.0000	738.6542	1.2000	0.9000	0.7370
738.0000	739.6542	1.2000	0.9000	0.7380
739.0000	740.6542	1.2000	0.9000	0.7390
740.0000	741.6542	1.2000	0.9000	0.7400
741.0000	742.6542	1.2000	0.9000	0.7410
742.0000	743.6542	1.2000	0.9000	0.7420
743.0000	744.6542	1.2000	0.9000	0.7430
744.0000	745.6542	1.2000	0.9000	0.7440
745.0000	746.6542	1.2000	0.9000	0.7450
746.0000	747.6542	1.2000	0.9000	0.7460
747.0000	748.6542	1.2000	0.9000	0.7470
748.0000	749.6542	1.2000	0.9000	0.7480
749.0000	750.6542	1.2000	0.9000	0.7490
750.0000	751.6542	1.2000	0.9000	0.7500
751.0000	752.6542	1.2000	0.9000	0.7510
752.0000	753.6542	1.2000	0.9000	0.7520
753.0000	754.6542	1.2000	0.9000	0.7530
754.0000	755.6542	1.2000	0.9000	0.7540
755.0000	756.6542	1.2000	0.9000	0.7550
756.0000	757.6542	1.2000	0.9000	0.7560
757.0000	758.6542	1.2000	0.9000	0.7570
758.0000	759.6542	1.2000	0.9000	0.7580
759.0000	760.6542	1.2000	0.9000	0.7590
760.0000	761.6542	1.2000	0.9000	0.7600
761.0000	762.6542	1.2000	0.9000	0.7610
762.0000	763.6542	1.2000	0.9000	0.7620
763.0000	764.6542	1.2000	0.9000	0.7630
764.0000	765.6542	1.2000	0.9000	0.7640
765.0000	766.6542	1.2000	0.9000	0.7650
766.0000	767.6542	1.2000	0.9000	0.7660
767.0000	768.6542	1.2000	0.9000	0.7670
768.0000	769.6542	1.2000	0.9000	0.7680
769.0000	770.6542	1.2000	0.9000	0.7690
770.0000	771.6542	1.2000	0.9000	0.7700
771.0000	772.6542	1.2000	0.9000	0.7710
772.0000	773.6542	1.2000	0.9000	0.7720
773.0000	774.6542	1.2000	0.9000	0.7730
774.0000	775.6542	1.2000	0.9000	0.7740
775.0000	776.6542	1.2000	0.9000	0.7750
776.0000	777.6542	1.2000	0.9000	0.7760
777.0000	778.6542	1.2000	0.9000	0.7770
778.0000	779.6542	1.2000	0.9000	0.7780
779.0000	780.6542	1.2000	0.9000	0.7790
780.0000	781.6542	1.2000	0.9000	0.7800
781.0000	782.6542	1.2000	0.9000	0.7810
782.0000	783.6542	1.2000	0.9000	0.7820
783.0000	784.6542	1.2000	0.9000	0.7830
784.0000	785.6542	1.2000	0.9000	0.7840
785.0000	786.6542	1.2000	0.9000	0.7850
786.0000	787.6542	1.2000	0.9000	0.7860
787.0000	788.6542	1.2000	0.9000	0.7870
788.0000	789.6542	1.2000	0.9000	0.7880
789.0000	790.6542	1.2000	0.9000	0.7890
790.0000	791.6542	1.2000	0.9000	0.7900
791.0000	792.6542	1.2000	0.9000	0.7910
792.0000	793.6542	1.2000	0.9000	0.7920
793.0000	794.6542	1.2000	0.9000	0.7930
794.0000	795.6542	1.2000	0.9000	0.7940
795.0000	796.6542	1.2000	0.9000	0.7950
796.0000	797.6542	1.2000	0.9000	0.7960
797.0000	798.6542	1.2000	0.9000	0.7970
798.0000	799.6542	1.2000	0.9000	0.7980
799.0000	800.6542	1.2000	0.9000	0.7990
800.0000	801.6542	1.2000	0.9000	0.8000
801.0000	802.6542	1.2000	0.9000	0.8010
802.0000	803.6542	1.2000	0.9000	0.8020
803.0000	804.6542	1.2000	0.9000	0.8030
804.0000	805.6542	1.2000	0.9000	0.8040
805.0000	806.6542	1.2000	0.9000	0.8050
806.0000	807.6542	1.2000	0.9000	0.8060
807.0000	808.6542	1.2000	0.9000	0.8070
808.0000	809.6542	1.2000	0.9000	0.8080
809.0000	810.6542	1.2000	0.9000	0.8090
810.0000	811.6542	1.2000	0.9000	0.8100
811.0000	812.6542	1.2000	0.9000	0.8110
812.0000	813.6542	1.2000	0.9000	0.8120
813.0000	814.6542	1.2000	0.9000	0.8130
814.0000	815.6542	1.2000	0.9000	0.8140
815.0000	816.6542	1.2000	0.9000	0.8150
816.0000	817.6542	1.2000	0.9000	0.8160
817.0000	818.6542	1.2000	0.9000	0.8170
818.0000	819.6542	1.2000	0.9000	0.8180
819.0000	820.6542	1.2000	0.9000	0.8190
820.0000	821.6542	1.2000	0.9000	0.8200
821.0000	822.6542	1.2000	0.9000	0.8210
822.0000	823.6542	1.2000	0.9000	0.8220
823.0000	824.6542	1.2000	0.9000	0.8230
824.0000	825.6542	1.2000	0.9000	0.8240
825.0000	826.6542	1.2000	0.9000	0.8250
826.0000	827.6542	1.2000	0.9000	0.8260
827.0000	828.6542	1.2000	0.9000	0.8270
828.0000	829.6542	1.2000	0.9000	0.8280
829.0000	830.6542	1.2000	0.9000	0.8290
830.0000	831.6542	1.2000	0.9000	0.8300
831.0000	832.6542	1.2000	0.9000	0.8310
832.0000	833.6542	1.2000	0.9000	0.8320
833.0000	834.6542	1.2000	0.9000	0.8330
834.0000	835.6542	1.2000	0.9000	0.8340
835.0000	836.6542	1.2000	0.9000	0.8350
836.0000	837.6542	1.2000	0.9000	0.8360
837.0000	838.6542	1.2000	0.9000	0.8370
838.0000	839.6542	1.2000	0.9000	0.8380
839.0000	840.6542	1.2000	0.9000	0.8390
840.0000	841.6542	1.2000	0.9000	0.8400
841.0000	842.6542	1.2000	0.9000	0.8410
842.0000	843.6542	1.2000	0.9000	0.8420
843.0000	844.6542	1.2000	0.9000	0.8430
844.0000	845.6542	1.2000	0.9000	0.8440
845.0000	846.6542	1.2000	0.9000	0.8450
846.0000	847.6542	1.2000	0.9000	0.8460
847.0000	848.6542	1.2000	0.9000	0.8470
848.0000	849.6542	1.2000	0.9000	0.8480
849.0000	850.6542	1.2000	0.9000	0.8490
850.0000	851.6542	1.2000	0.9000	0.8500
851.0000	852.6542	1.2000	0.9000	0.8510
852.0000	853.6542	1.2000	0.9000	0.8520
853.0000	854.6542	1.2000	0.9000	0.8530
854.0000	855.6542	1.2000	0.9000	0.8540
855.0000	856.6542	1.2000	0.9000	0.8550
856.0000	857.6542	1.2000	0.9000	0.8560
857.0000	858.6542	1.2000	0.9000	0.8570
858.0000	859.6542	1.2000	0.9000	0.8580
859.0000	860.6542	1.2000	0.9000	0.8590
860.0000	861.6542	1.2000	0.9000	0.8600
861.0000	862.6542	1.2000	0.9000	0.8610
862.0000	863.6542	1.2000	0.9000	0.8620
863.0000	864.6542	1.2000	0.9000	0.8630
864.0000	865.6542	1.2000	0.9000	0.8640
865.0000	866.6542	1.2000	0.9000	0.8650
866.0000	867.6542	1.2000	0.9000	0.8660
867.0000	868.6542	1.2000	0.9000	0.8670
868.0000	869.6542	1.2000	0.9000	0.8680
869.0000	870.6542	1.2000	0.9000	0.8690
870.0000	871.6542	1.2000	0.9000	0.8700
871.0000	872.6542	1.2000	0.9000	0.8710
872.0000	873.6542	1.2000	0.9000	0.8720
873.0000	874.6542	1.2000	0.9000	0.8730
874.0000	875.6542	1.2000	0.9000	0.8740
875.0000	876.6542	1.2000	0.9000	0.8750
876.0000	877.6542	1.2000	0.9000	0.8760
877.0000	878.6542	1.2000	0.9000	0.8770
878.0000	879.6542	1.2000	0.9000	0.8780
879.0000	880.6542	1.2000	0.9000	0.8790
880.0000	881.6542	1.2000	0.9000	0.8800
881.0000	882.6542	1.2000	0.9000	0.8810
882.0000	883.6542	1.2000	0.9000	0.8820
883.0000	884.6542	1.2000	0.9000	0.8830
884.0000	885.6542	1.2000	0.9000	0.8840
885.0000	886.6542	1.2000	0.9000	0.8850
886.0000	887.6542	1.2000	0.9000	0.8860
887.0000	888.6542	1.2000	0.9000	0.8870
888.0000	889.6542	1.2000	0.9000	0.8880
889.0000	890.6542	1.2000	0.9000	0.8890
890.0000	891.6542	1.2000	0.9000	0.8900
891.0000	892.6542	1.2000	0.9000	0.8910
892.0000	893.6542	1.2000	0.9000	0.8920
893.0000	894.6542	1.2000	0.9000	0.8930
894.0000	895.6542	1.2000	0.9000	0.8940
895.0000	896.6542	1.2000	0.9000	0.8950
896.0000	897.6542	1.2000	0.9000	0.8960
897.0000	898.6542	1.2000	0.9000	0.8970
898.0000	899.6542	1.2000	0.9000	0.8980
899.0000	900.6542	1.2000	0.9000	0.8990
900.0000	901.6542	1.2000	0.9000	0.9000
901.0000	902.6542	1.2000	0.9000	0.9010
902.0000	903.6542	1.2000	0.9000	0.9020
903.0000	904.6542	1.2000	0.9000	0.9030
904.0000	905.6542	1.2000	0.9000	0.9040
905.0000	906.6542	1.2000	0.9000	0.9050
906.0000	907.6542	1.2000	0.9000	0.9060
907.0000	908.6542	1.2000	0.9000	0.9070
908.0000	909.6542	1.2000	0.9000	0.9080
909.0000	910.6542	1.2000	0.9000	0.9090
910.0000	911.6542	1.2000	0.9000	0.9100
911.0000	912.6542	1.2000	0.9000	0.9110
912.0000	913.6542	1.2000	0.9000	0.9120
913.0000	914.6542	1.2000	0.9000	0.9130
914.0000	915.6542	1.2000	0.9000	0.9140
915.0000	916.6542	1.2000	0.9000	0.9150
916.0000	917.6542	1.2000	0.9000	0.9160
917.0000	918.6542	1.2000	0.9000	0.9170
918.0000	919.6542	1.2000	0.9000	0.9180
919.0000	920.6542	1.2000	0.9000	0.9190
920.0000	921.6542	1.2000	0.9000	0.9200
921.0000	922.6542	1.2000	0.9000	0.9210
922.0000	923.6542	1.2000	0.9000	0.9220
923.0000	924.6542	1.2000	0.9000	0.9230
924.0000	925.6542	1.2000	0.9000	0.9240
925.0000	926.6542	1.2000	0.9000	0.9250
926.0000	927.6542	1.2000	0.9000	0.9260
927.0000	928.6542	1.2000	0.9000	0.9270
928.0000	929.6542	1.2000	0.9000	0.9280
929.0000	930.6542	1.2000	0.9000	0.9290
930.0000	931.6542	1.2000	0.9000	0.9300
931.0000	932.6542	1.2000	0.9000	0.9310
932.0000	933.6542	1.2000	0.9000	0.9320
933.0000	934.6542	1.2000	0.9000	0.9330
934.0000	935.6542	1.2000	0.9000	0.9340
935.0000	936.6542	1.2000	0.9000	0.9350
936.0000	937.6542	1.2000	0.9000	0.9360
937.0000	938.6542	1.2000	0.9000	0.9370
938.0000	939.6542	1.2000	0.9000	0.9380
939.0000	940.6542	1.2000	0.9000	0.9390
940.0000	941.6542	1.2000	0.9000	0.9400
941.0000	942.6542	1.2000	0.9000	0.9410
942.0000	943.6542	1.2000	0.9000	0.9420
943.0000	944.6542	1.2000	0.9000	0.9430
944.0000	945.6542	1.2000	0.9000	0.9440
945.0000	946.6542	1.2000	0.9000	0.9450
946.0000	947.6542	1.2000	0.9000	0.9460
947.0000	948.6542	1.2000	0.9000	0.9470
948.0000	949.6542	1.2000	0.9000	0.9480
949.0000	950.6542	1.2000	0.9000	0.9490
950.0000	951.6542	1.2000	0.9000	0.9500
951.0000	952.6542	1.2000	0.9000	0.9510
952.0000	953.6542	1.2000	0.9000	0.9520
953.0000	954.6542	1.2000	0.9000	0.9530
954.0000	955.6542	1.2000	0.9000	0.9540
955.0000	956.6542	1.2000	0.9000	0.9550
956.0000	957.6542	1.2000	0.9000	0.9560
957.0000	958.6542	1.2000	0.9000	0.9570
958.0000	959.6542	1.2000	0.9000	0.9580
959.0000	960.6542	1.2000	0.9000	0.9590
960.0000	961.6542	1.2000	0.9000	0.9600
961.0000	962.6542	1.2000	0.9000	0.9610
962.0000	963.6542	1.2000	0.9000	0.9620
963.0000	964.6542	1.2000	0.9000	0.9630
964.0000	965.6542	1.2000	0.9000	0.9640
965.0000	966.6542	1.2000	0.9000	0.9650
966.0000	967.6542	1.2000	0.9000	0.9660
967.0000	968.6542	1.2000	0.9000	0.9670
968.0000	969.6542	1.2000	0.9000	0.9680
969.0000	970.6542	1.2000	0.9000	0.9690
970.0000	971.6542	1.2000	0.9000	0.9700
971.0000	972.6542	1.2000	0.9000	0.9710
972.0000	973.6542	1.2000	0.9000	0.9720
973.0000	974.6542	1.2000	0.9000	0.9730
974.0000	975.6542	1.2000	0.9000	0.9740
975.0000	976.6542	1.2000	0.9000	0.9750
976.0000	977.6542	1.2000	0.9000	0.9760
977.0000	978.6542	1.2000	0.9000	0.9770
978.0000	979.6542	1.2000	0.9000	0.9780
979.0000	980.6542	1.2000	0.9000	0.9790
980.0000	981.6542	1.2000	0.9000	0.9800
981.0000	982.6542	1.2000	0.9000	0.9810
982.0000	983.6542	1.2000	0.9000	0.9820
983.0000	984.6542	1.2000	0.9000	0.9830
984.0000	985.6542	1.2000	0.9000	0.9840
985.0000	986.6542	1.2000	0.9000	0.9850
986.0000	987.6542	1.2000	0.9000	0.9860
987.0000	988.6542	1.2000	0.9000	0.9870
988.0000	989.6542	1.2000	0.9000	0.9880
989.0000	990.6542	1.2000	0.9000	0.9890
990.0000	991.6542	1.2000	0.9000	0.9900
991.0000	992.6542	1.2000	0.9000	0.9910
992.0000	993.6542	1.2000	0.9000	0.9920
993.0000	994.6542	1.2000	0.9000	0.9930
994.0000	995.6542	1.2000	0.9000	0.9940
995.0000	996.6542	1.2000	0.9000	0.9950
996.0000	997.6542	1.2000	0.9000	0.9960
997.0000	998.6542	1.2000	0.9000	0.9970
998.0000	999.6542	1.2000	0.9000	0.9980
999.0000	1000.6542	1.2000	0.9000	0.9990
1000.0000	1001.6542	1.2000	0.9000	1.0000
